,Lapwing_ID,Test_Number,Urban,TimeStandingSec,area_explored,dummy enter,Head bob,Pose-fly,Puff,Scream,scrining,Shaking head,Tail wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SD_Time_Fly_sec,WalkingMeters,PercentageInCameraView,Date,Time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeInCenter,TimeInPeri,TotalLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,MinDisplacementDummy,Experiment,Head.BobBi1,PoseflyBi0,PuffBi0,ScreamBi2,scriningBi0,ShakingheadBi0,Tail.wingleBi1,Fly_Sequencessqrt,Total_Time_Fly_secSqrt,NumStopsLocations,TotalTimeStoped,MinDisplacementDummyBi120,LogWalkingMeters,ShowCameraBi50,TimeInCenter1,TimeInPeri98,NumberOfHighExploration0,MedianDisplacementCoresqrt,Months,WeightLoss,PC1_Stress,PC2_Tolerance,Initial SMI,Urban250,Experimental SMI
11,22728,2,0,80.6,14.74,1,3,0,0,0,0,0,2,2,4.8,9.6,0.02,13.06,78,17/05/2022,9:23:00,2,179,2022,Female,32.527179,35.445369,175,0.1,99.9,23,0,0,23,57.51,CST,1,0,0,0,0,0,1,1.414213562,3.098386677,119,9,0,2.569554124,1,0,0,0,17.24789842,5,2.285714286,0.857784402,-0.122088344,177.4109222,0,180.7062666
12,22728,3,0,96.97,28.85,1,3,0,1,1,0,0,3,2,4.81,9.62,0.1,21.03,100,24/05/2022,8:25:00,1,174,2022,Female,32.527179,35.445369,175,1.2,98.8,45,1,1,43,157.92,CST,1,0,1,0,0,0,1,1.414213562,3.101612484,137,9,1,3.04594999,1,1,0,1,17.19941859,5,-0.571428571,1.417136819,-0.126439723,177.4109222,0,175.6586056
13,22729,1,0,126.6,10.9,1,3,0,1,0,0,0,4,2,5.66,11.32,1.73,5.92,96,10/05/2022,9:33:00,3,188,2022,Female,32.524517,35.444488,189,0.1,99.9,17,2,0,15,39.8,CST,1,0,1,0,0,0,1,1.414213562,3.364520768,167,2,0,1.778336449,1,0,0,1,15.32416392,5,-0.529100529,3.68879254,0.683634903,187.1269059,0,186.7061634
14,22729,2,0,115.4,12.18,1,1,0,0,0,0,0,1,4,6,24.02,1.43,9.53,94,17/05/2022,10:24:00,4,177,2022,Female,32.524517,35.444488,189,0.2,99.8,19,0,4,15,82.64,CST,0,0,0,0,0,0,0,2,4.901020302,157,8,0,2.254444718,1,0,0,0,16.35053516,5,-6.349206349,0.889559623,0.620598458,187.1269059,0,175.7818666
15,22729,3,0,47.5,25,1,0,0,0,0,0,0,2,3,6.13,18.38,1.28,5.43,37,24/05/2022,11:29:00,6,180,2022,Female,32.524517,35.444488,189,1.5,98.5,39,0,1,38,30.08,CST,0,0,0,0,0,0,1,1.732050808,4.287190222,53,2,0,1.691939134,0,1,0,0,16.34931191,5,-4.761904762,-0.132095839,0.805924099,187.1269059,0,178.7612203
16,22737,1,0,100.6,19.87,1,2,0,0,0,0,0,10,2,4.83,9.66,0.6,14.1,93,24/05/2022,10:16:00,4,173,2022,Male,32.536023,35.415447,194,37.4,62.6,31,0,2,29,99.76,CST,1,0,0,0,0,0,1,1.414213562,3.108054054,136,15,0,2.646174797,1,1,0,0,17.28293956,5,-10.82474227,0.982599806,0.189554531,194.8080312,0,173.4992949
17,22737,2,0,79.07,44.23,1,1,1,0,25,0,0,3,6,5.18,31.06,1.78,29.24,94,31/05/2022,9:35:00,4,173,2022,Male,32.536023,35.415447,194,3,97,69,0,1,68,43.74,CST,0,1,0,1,0,0,1,2.449489743,5.573149917,98,24,0,3.375537635,1,1,0,0,17.07044229,5,-10.82474227,-1.652697673,1.345895953,194.8080312,0,173.4992949
18,22737,3,0,107.77,18.59,1,0,0,0,6,0,0,3,2,5.2,10.4,0.2,21.71,100,07/06/2022,12:39:00,10,178,2022,Male,32.536023,35.415447,194,40.6,59.4,29,0,1,28,144.66,CST,0,0,0,1,0,0,1,1.414213562,3.224903099,127,22,1,3.077772984,1,1,0,0,16.50151508,6,-8.24742268,0.232168856,-0.083125767,194.8080312,0,178.5137254
19,22738,1,0,74.73,31.41,1,0,0,0,7,0,0,2,3,4.92,14.75,1.11,27.8,87,24/05/2022,10:52:00,5,168,2022,Male,32.536876,35.415569,180,2.2,97.8,49,1,0,48,137.34,CST,0,0,0,1,0,0,1,1.732050808,3.840572874,100,16,1,3.325036021,1,1,0,1,16.25176913,5,-6.666666667,-0.877149493,0.548622298,180.7497196,0,168.4848644
20,22738,2,0,55.87,38.46,1,3,0,0,39,0,0,2,5,3.81,19.04,0.78,32.57,75,31/05/2022,9:05:00,3,170,2022,Male,32.536876,35.415569,180,26.9,73.1,60,0,0,60,32.29,CST,1,0,0,1,0,0,1,2.236067977,4.363484846,84,17,0,3.483391619,1,1,0,0,17.29074897,5,-5.555555556,-1.038594186,0.894150234,180.7497196,0,170.4906366
21,22738,3,0,60.17,33.33,1,0,0,0,139,0,0,2,4,5.2,20.82,2.15,47.41,86,07/06/2022,11:02:00,8,167,2022,Male,32.536876,35.415569,180,2.4,97.6,52,0,1,51,63.73,CST,0,0,0,1,0,0,1,2,4.562893819,85,18,0,3.858833177,1,1,0,0,16.30950643,6,-7.222222222,-1.653323343,0.572736033,180.7497196,0,167.4819783
22,22739,1,0,88.67,43.59,1,11,4,0,5,0,0,3,6,5.4,32.37,1.25,14.15,92,24/05/2022,9:15:00,2,176,2022,Female,32.536876,35.415569,189,16.2,83.8,68,0,1,67,42.79,CST,1,1,0,1,0,0,1,2.449489743,5.689463947,127,21,0,2.649714624,1,1,0,0,15.38830725,5,-6.878306878,0.188783382,2.998283598,185.3950081,0,173.6654912
23,22739,2,0,92.97,41.67,1,6,0,0,11,1,0,1,8,4.76,38.12,1.87,17.33,93,31/05/2022,8:40:00,2,176,2022,Female,32.536876,35.415569,189,1.8,98.2,65,0,3,62,74.37,CST,1,0,0,1,1,0,0,2.828427125,6.174139616,128,16,0,2.852439104,1,1,0,0,16.13133596,5,-6.878306878,-0.071804885,2.670938047,185.3950081,0,173.6654912
24,22739,3,0,80.33,48.08,1,1,0,0,6,0,0,0,9,4.52,40.64,1.92,20.95,85,07/06/2022,8:34:00,3,177,2022,Female,32.536876,35.415569,189,6.2,93.8,75,0,2,73,38.35,CST,0,0,0,1,0,0,0,3,6.37495098,101,17,0,3.042138646,1,1,0,0,15.53705249,6,-6.349206349,-1.263342483,2.662803019,185.3950081,0,174.6522269
25,22740,1,97.72,95.23,51.92,1,16,0,0,10,0,0,2,5,5.64,28.21,0.51,18.15,92,24/05/2022,12:13:00,7,150,2022,Female,32.504349,35.459827,173,7.8,92.2,81,0,1,80,51.59,CST,1,0,0,1,0,0,1,2.236067977,5.31130869,119,16,0,2.898670561,1,1,0,0,17.20232542,5,-13.29479769,-0.488763139,2.328546103,177.9390365,86.32,152.9564269
26,22740,2,97.72,120.43,29.49,1,4,0,0,11,0,0,2,5,4.71,23.53,2.14,12.2,99,31/05/2022,10:34:00,6,155,2022,Female,32.504349,35.459827,173,1.4,98.6,46,1,1,44,77.06,CST,1,0,0,1,0,0,1,2.236067977,4.850773134,149,16,0,2.501435952,1,1,0,1,17.2307864,5,-10.40462428,0.895284607,1.424461493,177.9390365,86.32,158.0549745
27,22740,3,97.72,94.7,42.31,1,10,0,0,0,0,0,0,4,7.24,28.94,1.85,15.99,95,07/06/2022,14:48:00,13,156,2022,Female,32.504349,35.459827,173,3,97,66,0,2,64,31.32,CST,1,0,0,0,0,0,0,2,5.379591063,109,18,0,2.771963527,1,1,0,0,16.30582718,6,-9.826589595,0.066853149,2.38428343,177.9390365,86.32,159.074684
28,22745,1,0,105.03,18.59,1,6,0,0,0,0,0,0,3,4.31,12.93,0.76,11.23,88,31/05/2022,10:02:00,5,169,2022,Male,32.516343,35.482869,186,35.4,64.6,29,0,1,28,141.82,CST,1,0,0,0,0,0,0,1.732050808,3.595830919,130,18,1,2.418588769,1,1,0,0,17.94993036,5,-9.139784946,1.014684374,0.089421731,182.4522302,0,166.7583409
29,22745,2,0,104.97,12.82,1,14,0,1,9,0,0,3,5,4.49,22.47,0.88,12.78,91,07/06/2022,10:36:00,7,177,2022,Male,32.516343,35.482869,186,14.8,85.2,20,0,0,20,76.7,CST,1,0,1,1,0,0,1,2.236067977,4.740253158,136,10,0,2.547881449,1,1,0,0,17.42699056,6,-4.838709677,2.048309344,-0.176524,182.4522302,0,174.6522269
30,22745,3,0,96.17,29.49,1,1,0,0,0,0,2,2,5,4.25,21.27,0.49,20.4,97,13/06/2022,12:00:00,9,176,2022,Male,32.516343,35.482869,186,0.2,99.8,46,1,1,44,95.28,CST,0,0,0,0,0,1,1,2.236067977,4.611941023,135,19,0,3.015534901,1,0,0,1,16.66133248,6,-5.376344086,-0.468392914,0.770601547,182.4522302,0,173.6654912
31,22746,1,0,83,23.72,1,1,0,0,0,0,0,3,8,4.63,37.02,0.93,12.82,80,31/05/2022,8:13:00,1,179,2022,Female,32.516343,35.482869,186,0.2,99.8,37,0,2,35,24.03,CST,0,0,0,0,0,0,1,2.828427125,6.084406298,113,9,0,2.551006451,1,0,0,0,17.8409641,5,-3.76344086,-0.707783733,0.54069591,188.5624659,0,180.7062666
32,22746,2,0,106.07,29.49,1,0,0,0,0,1,0,0,6,5.22,31.34,1.07,13.79,90,07/06/2022,14:12:00,12,175,2022,Female,32.516343,35.482869,186,0.4,99.6,46,0,1,45,33.48,CST,0,0,0,0,1,0,0,2.449489743,5.598214001,139,9,0,2.623943692,1,0,0,0,17.67766953,6,-5.913978495,-0.427696374,0.82608019,188.5624659,0,176.6681378
33,22746,3,0,100.23,36.54,1,0,0,0,0,0,0,4,6,5.04,30.24,0.98,14.2,95,13/06/2022,10:06:00,5,170,2022,Female,32.516343,35.482869,186,10.8,89.2,57,0,2,55,19.89,CST,0,0,0,0,0,0,1,2.449489743,5.499090834,151,7,0,2.653241965,1,1,0,0,17.60170446,6,-8.602150538,-0.711927799,1.106424299,188.5624659,0,171.6204767
34,22747,1,0,124.2,16.67,1,1,1,1,1,1,1,2,1,3.57,3.57,NA,7.36,92,31/05/2022,11:00:00,7,167,2022,Female,32.53295,35.451315,185,3.7,96.3,26,1,1,24,67.04,CST,0,1,1,0,1,1,1,1,1.889444363,151,6,0,1.996059933,1,1,0,1,17.11724277,5,-9.72972973,2.335802746,-1.021614773,185.7705452,0,167.4819783
35,22747,2,0,114.47,33.97,1,0,0,1,0,0,0,5,3,6.75,20.25,1.2,12.45,100,07/06/2022,7:39:00,1,174,2022,Female,32.53295,35.451315,185,45.9,54.1,53,0,2,51,66.8,CST,0,0,1,0,0,0,1,1.732050808,4.5,151,12,0,2.521720623,1,1,0,0,16.6403125,6,-5.945945946,1.062337711,0.643195883,185.7705452,0,174.502181
36,22747,3,0,86.2,42.31,1,0,6,0,0,0,0,2,6,5.5,32.98,0.91,16.16,81,13/06/2022,8:37:00,2,170,2022,Female,32.53295,35.451315,185,14.6,85.4,66,0,0,66,24.45,CST,0,1,0,0,0,0,1,2.449489743,5.742821606,99,16,0,2.782539053,1,1,0,0,17.25688268,6,-8.108108108,-1.148601024,1.488880782,185.7705452,0,170.4906366
37,22748,1,0,73.03,25.64,1,0,0,0,13,0,0,1,4,4.62,18.5,1.36,11.01,65,07/06/2022,10:03:00,6,168,2022,Male,32.528303,35.413532,174,0.1,99.9,40,0,1,39,91.02,CST,0,0,0,1,0,0,0,2,4.301162634,98,7,0,2.398803951,1,0,0,0,17.32916617,6,-3.448275862,-0.442032767,0.259642161,174.724729,0,168.4848644
38,22748,2,0,39.67,13.46,1,0,0,0,5,0,0,0,4,5.43,21.71,2.97,4.02,33,13/06/2022,10:40:00,6,161,2022,Male,32.528303,35.413532,174,0.2,99.8,21,0,1,20,43.72,CST,0,0,0,1,0,0,0,2,4.659399103,54,2,0,1.391281903,0,0,0,0,16.26345597,6,-7.471264368,0.235218925,0.510636917,174.724729,0,161.4646617
39,22748,3,0,64.7,19.23,1,1,0,1,3,0,2,3,3,4.64,13.93,0.53,7.85,57,21/06/2022,10:03:00,5,162,2022,Male,32.528303,35.413532,174,0,100,30,0,1,29,198.12,CST,0,0,1,1,0,1,1,1.732050808,3.732291521,87,7,1,2.060513532,1,0,0,0,16.46815108,6,-6.896551724,1.119399814,-0.336922835,174.724729,0,162.4675478
40,22749,1,0,116.17,16.03,1,0,0,1,8,0,0,2,2,4.73,9.46,1.08,12.17,100,07/06/2022,13:38:00,11,172,2022,Female,32.528303,35.413532,186,5.9,94.1,25,1,1,23,115.34,CST,0,0,1,1,0,0,1,1.414213562,3.0757113,129,16,0,2.498973907,1,1,0,1,18.22635454,6,-7.52688172,1.440907088,-1.409107463,189.4694298,0,174.2182035
41,22749,2,0,92.67,33.97,1,0,1,1,5,0,0,2,6,5.18,31.07,2.28,21.73,88,13/06/2022,11:08:00,7,162,2022,Female,32.528303,35.413532,186,8.3,91.7,53,0,0,53,94.46,CST,0,1,1,1,0,0,1,2.449489743,5.574047004,103,22,0,3.078693794,1,1,0,0,17.72004515,6,-12.90322581,-0.092505831,0.159179355,189.4694298,0,164.0892381
42,22749,3,0,62.47,18.59,1,0,0,0,4,0,0,1,0,0,0,NA,56.9,100,21/06/2022,13:16:00,11,171,2022,Female,32.528303,35.413532,186,0,100,29,0,1,28,157.43,CST,0,0,0,1,0,0,0,0,0,45,15,1,4.041295341,1,0,0,0,17.47569741,6,-8.064516129,-0.936119071,-2.280941577,189.4694298,0,173.2053069
43,22750,1,0,98.1,14.74,1,0,0,0,12,0,0,3,3,4.82,14.47,1.21,8.02,83,07/06/2022,9:36:00,5,168,2022,Female,32.538802,35.410296,179,1.6,98.4,23,0,1,22,6.42,CST,0,0,0,1,0,0,1,1.732050808,3.80394532,121,17,0,2.081938422,1,1,0,0,18.14386949,6,-6.145251397,0.374183808,-0.535198878,184.1103325,0,171.3111982
44,22750,2,0,101.67,39.1,1,0,0,0,1,0,0,3,4,5.41,21.64,0.47,20.13,96,13/06/2022,9:35:00,4,180,2022,Female,32.538802,35.410296,179,1.2,98.8,61,0,2,59,41.66,CST,0,0,0,0,0,0,1,2,4.65188134,136,16,0,3.00221124,1,1,0,0,17.00588134,6,0.558659218,-0.72970561,1.097575086,184.1103325,0,183.5477123
45,22750,3,0,63.03,18.59,1,2,0,1,0,0,1,4,1,3.85,3.85,NA,50.24,100,21/06/2022,11:11:00,7,174,2022,Female,32.538802,35.410296,179,0,100,29,0,1,28,148.82,CST,1,0,1,0,0,1,1,1,1.962141687,61,34,1,3.916811522,1,0,0,0,17.29364045,6,-2.793296089,0.699570806,-1.55667632,184.1103325,0,177.4294552
46,32419,1,55.84,111.57,24.36,1,3,5,0,0,0,0,2,4,4.4,17.59,0.41,11.36,100,22/06/2020,13:17:00,5,160,2020,Female,32.451363,35.015859,181,25.4,74.6,38,0,1,37,70.25,CST,1,1,0,0,0,0,1,2,4.194043395,134,24,0,2.430098413,1,1,0,0,16.94107435,6,-11.60220994,1.10744647,1.076690882,177.5476004,65.8,157.8777192
47,32419,2,55.84,83.93,25.64,1,1,4,0,0,0,0,1,1,4.38,4.38,NA,21.96,100,29/06/2020,10:59:00,3,172,2020,Female,32.451363,35.015859,181,4.2,95.8,40,0,1,39,39.85,CST,0,1,0,0,0,0,0,1,2.092844954,106,32,0,3.089222617,1,1,0,0,17.03232221,6,-4.972375691,-0.334546734,-0.547394062,177.5476004,65.8,169.7185482
48,32419,3,55.84,38.1,25.64,1,0,0,1,0,0,1,1,1,3,3,NA,76.24,100,06/07/2020,10:02:00,2,171,2020,Female,32.451363,35.015859,181,0.1,99.9,40,0,1,39,45.79,CST,0,0,1,0,0,1,0,1,1.732050808,20,18,0,4.333886259,1,0,0,0,17.96106901,7,-5.524861878,-1.108922681,-2.444347588,177.5476004,65.8,168.7318124
49,32420,1,83.34,54.93,21.79,1,0,0,0,13,0,0,0,3,3.87,11.61,1.18,14.32,52,22/06/2020,12:36:00,4,172,2020,Male,32.444244,34.973546,195,10.4,89.6,34,0,2,32,88.32,CST,0,0,0,1,0,0,0,1.732050808,3.407345007,68,6,0,2.661657162,1,1,0,0,17.27425831,6,-11.79487179,-0.667520374,-0.40175038,195.8121963,74.93,172.4964088
50,32420,2,83.34,80.93,18.59,1,0,0,1,2,0,0,0,3,3.48,10.44,0.17,6.04,67,29/06/2020,12:02:00,5,178,2020,Male,32.444244,34.973546,195,0.7,99.3,29,1,1,27,38.81,CST,0,0,1,0,0,0,0,1.732050808,3.231098884,107,3,0,1.798404012,1,0,0,1,17.52426889,6,-8.717948718,1.402940758,-0.850683119,195.8121963,74.93,178.5137254
51,32420,3,83.34,37.3,9.62,1,0,0,0,0,0,0,0,0,0,0,NA,47.97,87,06/07/2020,11:12:00,4,182,2020,Male,32.444244,34.973546,195,0,100,15,0,0,15,211.77,CST,0,0,0,0,0,0,0,0,0,37,24,1,3.870575816,1,0,0,0,16.57105911,7,-6.666666667,-0.766182656,-2.344703254,195.8121963,74.93,182.5252698
52,32421,1,51,141.23,13.46,1,1,0,0,0,0,0,0,2,3.2,6.4,1.33,4.66,96,22/06/2020,11:55:00,3,175,2020,Male,32.451819,35.015313,193,3,97,21,1,1,19,53.32,CST,0,0,0,0,0,0,0,1.414213562,2.529822128,159,7,0,1.539015448,1,1,0,1,16.87898101,6,-9.32642487,1.983793178,0.031005304,193.8038661,55.29,175.5050671
53,32421,2,51,72.53,21.15,1,1,0,0,0,0,0,2,1,6.77,6.77,NA,41.09,95,29/06/2020,11:32:00,4,182,2020,Male,32.451819,35.015313,193,0.1,99.9,33,0,2,31,138.7,CST,0,0,0,0,0,0,1,1,2.601922366,77,33,1,3.715764783,1,0,0,0,17.50571335,6,-5.699481865,-1.007941129,-1.10516829,193.8038661,55.29,182.5252698
54,32421,3,51,77.77,34.62,1,0,0,0,0,0,0,0,3,5.24,15.73,0.43,36.34,95,06/07/2020,11:41:00,5,179,2020,Male,32.451819,35.015313,193,4,96,54,0,2,52,37.29,CST,0,0,0,0,0,0,0,1.732050808,3.966106403,87,25,0,3.592919063,1,1,0,0,17.69745744,7,-7.25388601,-1.465236806,-0.034658764,193.8038661,55.29,179.5166115
55,32422,1,89.02,63.03,14.74,1,8,0,0,11,0,0,1,5,2.92,14.58,0.81,10.36,64,22/06/2020,13:49:00,6,159,2020,Female,32.444296,34.973194,171,0,100,23,0,2,21,179.73,CST,1,0,0,1,0,0,0,2.236067977,3.818376618,93,9,1,2.337952237,1,0,0,0,17.90530648,6,-7.01754386,0.459403105,-0.207829716,171.7122337,74.65,159.4588895
56,32422,2,89.02,45.63,16.67,1,0,0,0,3,0,0,0,2,2.27,4.54,1.45,57.97,100,29/06/2020,10:21:00,2,166,2020,Female,32.444296,34.973194,171,0,100,26,0,1,25,212.57,CST,0,0,0,1,0,0,0,1.414213562,2.130727575,57,37,1,4.059925635,1,0,0,0,21.29788722,6,-2.923976608,-2.404457275,-3.57460353,171.7122337,74.65,166.4790922
57,32422,3,89.02,11.87,20.51,1,0,0,0,4,0,0,3,3,1.69,5.08,1,81.54,72,06/07/2020,10:33:00,3,162,2020,Female,32.444296,34.973194,171,0,100,32,0,0,32,120.31,CST,0,0,0,1,0,0,1,1.732050808,2.253885534,9,7,1,4.401093697,1,0,0,0,17.60113633,7,-5.263157895,-2.432528199,-1.912391101,171.7122337,74.65,162.4675478
58,32424,1,51.42,125.43,13.46,1,4,0,0,28,2,0,0,7,3.08,21.58,0.84,9.24,100,22/06/2020,9:15:00,1,182,2020,Male,32.444662,34.971278,196,0.3,99.7,21,0,4,17,97.27,CST,1,0,0,1,1,0,0,2.645751311,4.64542786,156,15,0,2.223541886,1,0,0,0,15.47901806,6,-7.142857143,2.07298525,1.590135495,191.3760571,49.12,179.0120479
59,32424,2,51.42,111.7,26.92,1,0,0,0,44,0,0,0,7,3.34,23.4,1.05,15.89,100,29/06/2020,9:47:00,1,191,2020,Male,32.444662,34.971278,196,0.3,99.7,42,0,1,41,82.83,CST,0,0,0,1,0,0,0,2.645751311,4.837354649,142,22,0,2.765689981,1,0,0,0,18.01110768,6,-2.551020408,-0.326498931,0.268269119,191.3760571,49.12,187.864292
60,32424,3,51.42,53.53,15.38,1,0,0,0,8,0,0,0,4,3.34,13.35,0.24,11.13,58,08/07/2020,11:05:00,3,174,2020,Male,32.444662,34.971278,196,0.5,99.5,24,0,1,23,197.1,CST,0,0,0,1,0,0,0,2,3.653765181,65,13,1,2.409644165,1,0,0,0,17.34935157,7,-11.2244898,-0.392404691,-0.561980878,191.3760571,49.12,171.1433865
61,32431,1,53.2,45.57,32.05,1,0,0,0,0,0,0,0,7,3.64,25.5,0.59,24.81,62,02/07/2020,10:39:00,3,173,2020,Male,32.142379,34.819771,181,2.2,97.8,50,0,1,49,85.32,CST,0,0,0,0,0,0,0,2.645751311,5.049752469,56,12,0,3.211246798,1,1,0,0,16.93812268,7,-4.419889503,-1.644005566,0.533963785,181.7538848,47.53,173.4992949
62,32431,2,53.2,41.7,16.67,1,0,0,0,0,0,0,1,1,4.42,4.42,NA,40.58,87,08/07/2020,11:40:00,4,174,2020,Male,32.142379,34.819771,181,0,100,26,1,1,24,202.07,CST,0,0,0,0,0,0,0,1,2.102379604,40,18,1,3.703275334,1,0,0,1,18.36572895,7,-3.867403315,-1.518551189,-2.071383382,181.7538848,47.53,174.502181
63,32431,3,53.2,45.03,15.38,1,0,1,0,0,0,0,2,1,5.35,5.35,NA,59.87,91,16/07/2020,12:37:00,7,170,2020,Male,32.142379,34.819771,181,0.1,99.9,24,0,1,23,197.26,CST,0,1,0,0,0,0,1,1,2.313006701,43,15,1,4.092175545,1,0,0,0,15.96558799,7,-6.077348066,-1.142252402,-1.03372087,181.7538848,47.53,170.4906366
64,32432,1,53.2,103.27,19.23,1,0,0,0,16,0,0,5,2,3.55,7.1,1.85,13.85,87,02/07/2020,10:04:00,2,184,2020,Female,32.142379,34.819771,193,0,100,30,1,0,29,22.36,CST,0,0,0,1,0,0,1,1.414213562,2.664582519,127,12,0,2.628285233,1,0,0,1,18.47971861,7,-4.663212435,0.048371709,-1.052976545,193.8038661,47.53,184.5310419
65,32432,2,53.2,38.67,16.67,1,0,0,0,4,0,0,2,2,2.45,4.89,0.98,65.79,82,08/07/2020,12:18:00,5,180,2020,Female,32.142379,34.819771,193,0,100,26,0,1,25,211.31,CST,0,0,0,1,0,0,1,1.414213562,2.211334439,45,22,1,4.186467851,1,0,0,0,17.11081529,7,-6.735751295,-1.609154354,-1.630320447,193.8038661,47.53,180.5194976
66,32432,3,53.2,36.63,15.38,1,0,0,0,0,0,0,0,0,0,0,NA,92.27,100,16/07/2020,10:44:00,4,178,2020,Female,32.142379,34.819771,193,0,100,24,0,1,23,224.97,CST,0,0,0,0,0,0,0,0,0,25,23,1,4.524719062,1,0,0,0,18.93409623,7,-7.772020725,-1.951931563,-3.45850831,193.8038661,47.53,178.5137254
67,32433,1,24.15,76.7,33.33,1,1,0,0,0,0,0,6,6,2.5,15.03,0.75,34.07,100,02/07/2020,9:24:00,1,177,2020,Female,32.145961,34.826317,189,3,97,52,0,1,51,75.67,CST,0,0,0,0,0,0,1,2.449489743,3.876854395,99,24,0,3.528417232,1,1,0,0,17.08508121,7,-6.349206349,-1.242336929,0.186356564,193.4560202,36.45,179.8831246
68,32433,2,24.15,68.93,25,1,0,0,0,0,0,0,7,4,3.16,12.63,0.41,42.14,100,06/07/2020,9:29:00,1,179,2020,Female,32.145961,34.826317,189,7.6,92.4,39,0,1,38,167.39,CST,0,0,0,0,0,0,1,2,3.553871129,81,26,1,3.740997408,1,1,0,0,17.03525756,7,-5.291005291,-1.219470816,-0.407437112,193.4560202,36.45,181.9157023
69,32434,1,21.32,56.97,23.08,1,6,0,0,8,0,0,0,5,3.55,17.74,0.57,28.58,83,02/07/2020,11:17:00,4,188,2020,Male,32.146048,34.826132,202,3.1,96.9,36,0,0,36,165.98,CST,1,0,0,1,0,0,0,2.236067977,4.211887938,67,31,1,3.352707173,1,1,0,0,16.81071087,7,-6.930693069,-0.35763402,0.421526309,191.077911,33.91,180.8920244
70,32434,2,21.32,59.67,18.59,1,1,0,1,0,0,0,1,1,5.91,5.91,NA,50.43,100,08/07/2020,12:47:00,6,193,2020,Male,32.146048,34.826132,202,2.5,97.5,29,0,0,29,35.91,CST,0,0,1,0,0,0,0,1,2.431049156,68,28,0,3.920586236,1,1,0,0,18.46618531,7,-4.455445545,-0.494655746,-2.488969248,191.077911,33.91,185.7029825
71,32434,3,21.32,32.27,22.44,1,0,0,0,1,0,0,0,1,8.65,8.65,NA,35.72,60,16/07/2020,11:25:00,5,194,2020,Male,32.146048,34.826132,202,0,100,35,0,0,35,29.67,CST,0,0,0,0,0,0,0,1,2.941088234,32,17,0,3.575710756,1,0,0,0,17.92205345,7,-3.96039604,-1.768093232,-1.315036922,191.077911,33.91,186.6651741
72,32435,1,10.66,88.2,12.82,1,1,0,1,0,0,1,1,0,0,0,NA,20.3,84,08/07/2020,10:21:00,2,169,2020,Female,32.454353,34.939508,184,6.8,93.2,20,0,1,19,189.35,CST,0,0,1,0,0,1,0,0,0,108,17,1,3.010620886,1,1,0,0,16.83151805,7,-8.152173913,1.505614609,-2.298663838,185.6463731,7.9,170.0470437
73,32435,2,10.66,67.8,18.59,1,0,0,1,0,0,1,2,0,0,0,NA,11.67,68,16/07/2020,11:54:00,6,172,2020,Female,32.454353,34.939508,184,0.1,99.9,29,0,1,28,204.2,CST,0,0,1,0,0,1,1,0,0,82,20,1,2.457021446,1,0,0,0,17.80730187,7,-6.52173913,1.142238432,-2.416441516,185.6463731,7.9,173.0656302
74,32435,3,10.66,83.93,27.56,1,0,0,1,0,0,1,2,0,0,0,NA,22.93,95,22/07/2020,8:37:00,2,175,2020,Female,32.454353,34.939508,184,3.6,96.4,43,0,0,43,162.62,CST,0,0,1,0,0,1,1,0,0,102,20,1,3.132446097,1,1,0,0,18.48512916,7,-4.891304348,0.53568819,-2.484739608,185.6463731,7.9,176.0842168
75,32436,1,10.66,33.6,20.51,1,1,0,0,0,0,0,1,1,3.73,3.73,NA,34.29,57,08/07/2020,9:49:00,1,174,2020,Male,32.454353,34.939508,185,0.1,99.9,32,0,1,31,169.45,CST,0,0,0,0,0,0,0,1,1.931320792,41,10,1,3.534853766,1,0,0,0,17.20755648,7,-5.945945946,-1.344487287,-1.384818704,187.5486892,7.9,175.6586056
76,32436,2,10.66,51.03,25,1,0,0,0,1,0,0,3,2,2.65,5.29,1.52,59.48,99,16/07/2020,10:06:00,3,179,2020,Male,32.454353,34.939508,185,0.2,99.8,39,1,0,38,133.31,CST,0,0,0,0,0,0,1,1.414213562,2.3,49,25,1,4.085640122,1,0,0,1,18.64671553,7,-3.243243243,-1.955012322,-1.842736508,187.5486892,7.9,180.7062666
77,32436,3,10.66,57.77,14.74,1,0,0,1,0,0,1,8,1,3.09,3.09,NA,54.92,99,22/07/2020,9:42:00,4,178,2020,Male,32.454353,34.939508,185,0.1,99.9,23,0,2,21,185.18,CST,0,0,1,0,0,1,1,1,1.757839583,56,26,1,4.005877581,1,0,0,0,17.68049773,7,-3.783783784,-0.187305415,-2.563173006,187.5486892,7.9,179.6967344
78,32437,1,11.62,91.67,14.74,1,3,0,0,8,0,0,3,5,3.61,18.05,0.61,17.12,99,16/07/2020,8:56:00,1,173,2020,Female,32.492261,34.936742,181,0.2,99.8,23,0,2,21,184.88,CST,1,0,0,1,0,0,1,2.236067977,4.248529157,152,12,1,2.840247371,1,0,0,0,17.04406055,7,-4.419889503,0.740216903,0.335052653,174.3221282,1.76,168.5490067
