Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
481,33931,1,66.72,32.35,0,LTE,13/07/2021,09:28:00,4,165,2021,Female,32.14628,34.927507,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.879511,163.3358167,7.3,209,96,74.4,264.8,NA
482,33931,1,66.72,32.35,0,OFT,13/07/2021,09:28:00,4,165,2021,Female,32.14628,34.927507,215,254.03,17,0,2,0,4,5,0,1,3,7,2,6.21,12.42,0.74,326,42,40.35,100,64.1,55.1,44.9,100,0,4,96,1.776773297,1.100284141,211.879511,163.3358167,7.3,209,96,74.4,NA,NA
483,33931,1,66.72,32.35,0,CST,13/07/2021,09:28:00,4,165,2021,Female,32.14628,34.927507,215,97.6,39,0,0,0,0,5,0,0,0,1,2,4.9,9.8,0.71,126,23,19.57,100,21.15,11,89,33,0,2,31,0.788173313,0.34842077,211.879511,163.3358167,7.3,209,96,74.4,NA,159.27
484,33931,2,66.72,32.35,0,LTE,20/07/2021,09:17:00,4,172,2021,Female,32.14628,34.927507,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.879511,170.265215,7.3,209,96,74.4,12.3,NA
485,33931,2,66.72,32.35,0,OFT,20/07/2021,09:17:00,4,172,2021,Female,32.14628,34.927507,215,251.07,18,0,0,0,3,1,0,1,2,5,3,4.94,14.83,2.29,337,35,42.79,99,43.59,14.2,85.8,68,0,7,61,1.114407586,0.443295565,211.879511,170.265215,7.3,209,96,74.4,NA,NA
486,33931,2,66.72,32.35,0,CST,20/07/2021,09:17:00,4,172,2021,Female,32.14628,34.927507,215,95.6,20,0,0,0,1,0,0,0,1,1,1,5.75,5.75,NA,117,28,25.89,100,16.03,0,100,25,0,1,24,1.780454188,-0.921603666,211.879511,170.265215,7.3,209,96,74.4,NA,203.42
487,33931,3,66.72,32.35,0,LTE,26/07/2021,09:09:00,4,173,2021,Female,32.14628,34.927507,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.879511,171.255129,7.3,209,96,74.4,12.4,NA
488,33931,3,66.72,32.35,0,OFT,26/07/2021,09:09:00,4,173,2021,Female,32.14628,34.927507,215,237.9,1,1,0,0,4,0,0,0,1,5,0,0,0,NA,285,40,37.13,87,46.79,6.7,93.3,73,0,2,71,-0.330255928,-0.208320814,211.879511,171.255129,7.3,209,96,74.4,NA,NA
489,33931,3,66.72,32.35,0,CST,26/07/2021,09:09:00,4,173,2021,Female,32.14628,34.927507,215,110.07,2,0,0,0,1,0,0,0,0,1,0,0,0,NA,129,23,23.46,100,10.9,0,100,17,1,2,14,2.52373707,-1.973722912,211.879511,171.255129,7.3,209,96,74.4,NA,230.52
490,33932,1,54.2,11.51,0,LTE,13/07/2021,10:23:00,6,175,2021,Male,32.148215,34.933268,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8959536,174.9306266,10.9,206,95,75.5,1.3,NA
491,33932,1,54.2,11.51,0,OFT,13/07/2021,10:23:00,6,175,2021,Male,32.148215,34.933268,182,334.93,4,0,0,0,4,0,0,0,2,9,1,1.75,1.75,NA,366,22,17.93,100,41.67,43.6,56.4,65,2,2,61,1.451183718,-1.09147406,181.8959536,174.9306266,10.9,206,95,75.5,NA,NA
492,33932,1,54.2,11.51,0,CST,13/07/2021,10:23:00,6,175,2021,Male,32.148215,34.933268,182,124.17,27,0,0,0,1,15,0,0,1,3,4,4.25,17.02,0.97,159,9,10.23,100,26.92,0.4,99.6,42,0,1,41,2.302456296,0.645764462,181.8959536,174.9306266,10.9,206,95,75.5,NA,61.11
493,33932,2,54.2,11.51,0,LTE,20/07/2021,12:16:00,10,173,2021,Male,32.148215,34.933268,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8959536,172.9314194,10.9,206,95,75.5,3.4,NA
494,33932,2,54.2,11.51,0,OFT,20/07/2021,12:16:00,10,173,2021,Male,32.148215,34.933268,182,254.4,7,0,0,0,3,0,0,0,1,11,1,2.08,2.08,NA,313,42,40.64,97,28.85,1.1,98.9,45,1,3,41,-0.654222227,-0.607986405,181.8959536,172.9314194,10.9,206,95,75.5,NA,NA
495,33932,2,54.2,11.51,0,CST,20/07/2021,12:16:00,10,173,2021,Male,32.148215,34.933268,182,114.57,35,0,0,0,0,6,0,0,0,2,4,4.68,18.73,1.38,146,11,13.94,99,24.36,0.2,99.8,38,0,2,36,0.872108393,0.811162963,181.8959536,172.9314194,10.9,206,95,75.5,NA,72.97
496,33932,3,54.2,11.51,0,LTE,26/07/2021,11:38:00,9,182,2021,Male,32.148215,34.933268,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8959536,181.9278516,10.9,206,95,75.5,9.59,NA
497,33932,3,54.2,11.51,0,OFT,26/07/2021,11:38:00,9,182,2021,Male,32.148215,34.933268,182,280.13,0,0,0,0,3,0,0,0,1,4,0,0,0,NA,326,36,26.83,99,18.59,0,100,29,1,4,24,-0.93020322,-1.680918109,181.8959536,181.9278516,10.9,206,95,75.5,NA,NA
498,33932,3,54.2,11.51,0,CST,26/07/2021,11:38:00,9,182,2021,Male,32.148215,34.933268,182,124.13,21,0,0,0,1,0,0,0,1,2,2,5.62,11.24,0.34,156,12,8.52,100,12.18,0.1,99.9,19,0,2,17,2.886429224,-0.367217055,181.8959536,181.9278516,10.9,206,95,75.5,NA,62.94
499,33933,1,54.2,11.51,0,LTE,13/07/2021,08:01:00,1,156,2021,Female,32.148215,34.933268,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.8146368,153.9307763,7.7,210,95,76,600,NA
500,33933,1,54.2,11.51,0,OFT,13/07/2021,08:01:00,1,156,2021,Female,32.148215,34.933268,167,310,26,0,0,1,3,43,0,0,3,12,1,8.1,8.1,NA,362,31,21.35,99,35.26,45.4,54.6,55,1,5,49,1.788086222,-1.71213371,163.8146368,153.9307763,7.7,210,95,76,NA,NA
501,33933,1,54.2,11.51,0,CST,13/07/2021,08:01:00,1,156,2021,Female,32.148215,34.933268,167,131.5,13,0,0,0,0,6,0,0,0,1,3,3.49,10.48,0.9,165,7,7.35,100,13.46,13.4,86.6,21,2,0,19,2.219353755,0.603115364,163.8146368,153.9307763,7.7,210,95,76,NA,177.66
502,33933,2,54.2,11.51,0,LTE,20/07/2021,09:42:00,5,153,2021,Female,32.148215,34.933268,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.8146368,150.970569,7.7,210,95,76,93.83,NA
503,33933,2,54.2,11.51,0,OFT,20/07/2021,09:42:00,5,153,2021,Female,32.148215,34.933268,167,239.73,8,0,2,0,1,0,3,0,1,9,7,4.72,33.06,1.53,328,44,31.19,97,57.69,24.2,75.8,90,0,6,84,1.150132403,1.288189269,163.8146368,150.970569,7.7,210,95,76,NA,NA
504,33933,2,54.2,11.51,0,CST,20/07/2021,09:42:00,5,153,2021,Female,32.148215,34.933268,167,49.67,2,0,0,0,0,3,0,0,0,0,5,3.89,19.47,2.31,66,10,7.99,48,19.23,15.6,84.4,30,0,1,29,0.305289341,0.430455692,163.8146368,150.970569,7.7,210,95,76,NA,75.18
505,33933,3,54.2,11.51,0,LTE,26/07/2021,11:04:00,8,153,2021,Female,32.148215,34.933268,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.8146368,150.970569,7.7,210,95,76,600,NA
506,33933,3,54.2,11.51,0,OFT,26/07/2021,11:04:00,8,153,2021,Female,32.148215,34.933268,167,225.7,7,0,0,0,2,0,1,0,3,7,6,3.68,22.09,0.87,316,28,30.77,89,41.03,0.2,99.8,64,0,6,58,-0.260035933,0.427500178,163.8146368,150.970569,7.7,210,95,76,NA,NA
507,33933,3,54.2,11.51,0,CST,26/07/2021,11:04:00,8,153,2021,Female,32.148215,34.933268,167,66.37,0,0,0,0,1,0,1,0,0,0,4,3.87,15.48,0.96,87,14,8.78,64,17.95,0,100,28,1,0,27,1.001611639,-0.510556906,163.8146368,150.970569,7.7,210,95,76,NA,91.28
508,33934,1,66.34,49.84,0,LTE,20/07/2021,07:58:00,1,159,2021,Female,31.893447,34.749424,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.4140822,156.8909835,5.6,210,96,78.3,510.62,NA
509,33934,1,66.34,49.84,0,OFT,20/07/2021,07:58:00,1,159,2021,Female,31.893447,34.749424,188,325.43,4,0,1,0,2,0,0,0,2,6,0,0,0,NA,412,4,12.55,100,9.62,21.7,78.3,15,1,2,12,0.027266381,-2.735814286,184.4140822,156.8909835,5.6,210,96,78.3,NA,NA
510,33934,1,66.34,49.84,0,CST,20/07/2021,07:58:00,1,159,2021,Female,31.893447,34.749424,188,116,3,0,0,0,0,0,0,0,0,4,3,4.28,12.83,1.02,164,6,12.74,100,15.38,38.7,61.3,24,0,1,23,1.708412423,0.956990691,184.4140822,156.8909835,5.6,210,96,78.3,NA,104.45
511,33934,2,66.34,49.84,0,LTE,26/07/2021,10:01:00,6,162,2021,Female,31.893447,34.749424,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.4140822,159.8511907,5.6,210,96,78.3,472.84,NA
512,33934,2,66.34,49.84,0,OFT,26/07/2021,10:01:00,6,162,2021,Female,31.893447,34.749424,188,191.8,0,0,0,0,0,0,0,0,0,8,0,0,0,NA,260,8,15.68,65,16.67,7.8,92.2,26,1,0,25,-2.733045046,-1.524816387,184.4140822,159.8511907,5.6,210,96,78.3,NA,NA
513,33934,2,66.34,49.84,0,CST,26/07/2021,10:01:00,6,162,2021,Female,31.893447,34.749424,188,129.83,0,0,0,0,0,0,0,0,0,2,1,7.5,7.5,NA,171,4,10.51,100,9.62,33,67,15,1,1,13,1.296203582,-0.496724803,184.4140822,159.8511907,5.6,210,96,78.3,NA,176.82
514,33934,3,66.34,49.84,0,LTE,02/08/2021,08:01:00,1,163,2021,Female,31.893447,34.749424,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.4140822,160.8379265,5.6,210,96,78.3,2.4,NA
515,33934,3,66.34,49.84,0,OFT,02/08/2021,08:01:00,1,163,2021,Female,31.893447,34.749424,188,307.83,1,0,0,0,3,0,1,0,1,7,2,3.16,6.31,1.72,384,13,20.8,100,39.1,2.6,97.4,61,3,0,58,0.115648424,-0.695334898,184.4140822,160.8379265,5.6,210,96,78.3,NA,NA
516,33934,3,66.34,49.84,0,CST,02/08/2021,08:01:00,1,163,2021,Female,31.893447,34.749424,188,144.33,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,175,2,5.26,100,6.41,0,100,10,1,1,8,2.425496095,-1.378757472,184.4140822,160.8379265,5.6,210,96,78.3,NA,231.2
517,33935,1,66.34,49.84,0,LTE,20/07/2021,08:29:00,2,175,2021,Male,31.893447,34.749424,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.0805301,169.9628776,9.8,215,95,79.1,10.85,NA
518,33935,1,66.34,49.84,0,OFT,20/07/2021,08:29:00,2,175,2021,Male,31.893447,34.749424,192,337.43,2,0,0,0,4,0,0,0,2,3,0,0,0,NA,411,6,10.97,100,14.1,99.9,0.1,22,1,2,19,0.649384604,-2.80323845,184.0805301,169.9628776,9.8,215,95,79.1,NA,NA
519,33935,1,66.34,49.84,0,CST,20/07/2021,08:29:00,2,175,2021,Male,31.893447,34.749424,192,84.47,16,0,0,0,2,2,0,0,0,3,3,4.34,13.01,0.61,111,8,13.05,75,21.15,60.6,39.4,33,0,2,31,2.0145035,0.467757257,184.0805301,169.9628776,9.8,215,95,79.1,NA,29.49
520,33935,2,66.34,49.84,0,LTE,26/07/2021,07:55:00,1,198,2021,Male,31.893447,34.749424,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.0805301,192.3008558,9.8,215,95,79.1,1.4,NA
521,33935,2,66.34,49.84,0,OFT,26/07/2021,07:55:00,1,198,2021,Male,31.893447,34.749424,192,46.13,2,0,0,0,1,0,0,0,1,1,1,5.75,5.75,NA,49,1,2.83,13,14.1,0.5,99.5,22,0,1,21,-2.411729307,-2.091212667,184.0805301,192.3008558,9.8,215,95,79.1,NA,NA
522,33935,2,66.34,49.84,0,CST,26/07/2021,07:55:00,1,198,2021,Male,31.893447,34.749424,192,88.67,8,0,0,0,1,5,0,0,0,2,2,5.05,10.1,1.44,106,7,9.75,68,28.21,18.8,81.2,44,0,1,43,1.807484039,0.109697713,184.0805301,192.3008558,9.8,215,95,79.1,NA,70.09
523,33935,3,66.34,49.84,0,LTE,02/08/2021,10:59:00,7,180,2021,Male,31.893447,34.749424,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.0805301,174.8189598,9.8,215,95,79.1,7.41,NA
524,33935,3,66.34,49.84,0,OFT,02/08/2021,10:59:00,7,180,2021,Male,31.893447,34.749424,192,110.73,3,0,0,0,1,0,0,0,1,2,2,3.73,7.46,0.39,140,8,8.86,37,21.15,0.4,99.6,33,1,1,31,-1.907288175,-1.145770941,184.0805301,174.8189598,9.8,215,95,79.1,NA,NA
525,33935,3,66.34,49.84,0,CST,02/08/2021,10:59:00,7,180,2021,Male,31.893447,34.749424,192,53.17,5,0,0,0,1,0,0,0,0,1,3,4.52,13.56,1.14,78,4,8.96,49,17.31,0.1,99.9,27,0,2,25,1.460406079,-0.496655428,184.0805301,174.8189598,9.8,215,95,79.1,NA,113.1
526,33936,1,92.49,0.36,0,LTE,20/07/2021,08:53:00,3,159,2021,Female,31.896291,34.747267,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.2455956,161.0505485,5.5,202,91,79.2,2.9,NA
527,33936,1,92.49,0.36,0,OFT,20/07/2021,08:53:00,3,159,2021,Female,31.896291,34.747267,174,335.17,26,0,0,0,2,0,1,0,3,6,1,6.31,6.31,NA,391,14,10.31,99,14.1,48.5,51.5,22,2,2,18,0.580257225,-2.280347865,177.2455956,161.0505485,5.5,202,91,79.2,NA,NA
528,33936,1,92.49,0.36,0,CST,20/07/2021,08:53:00,3,159,2021,Female,31.896291,34.747267,174,80.9,12,0,0,0,0,0,0,0,0,2,2,6.38,12.77,0.16,96,7,4.73,61,16.03,6.2,93.8,25,0,1,24,1.387959977,0.36840514,177.2455956,161.0505485,5.5,202,91,79.2,NA,28
529,33936,2,92.49,0.36,0,LTE,26/07/2021,08:43:00,3,157,2021,Female,31.896291,34.747267,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.2455956,159.0247555,5.5,202,91,79.2,78.5,NA
530,33936,2,92.49,0.36,0,OFT,26/07/2021,08:43:00,3,157,2021,Female,31.896291,34.747267,174,331.07,10,0,1,0,2,0,0,0,2,8,2,7.8,15.61,0.51,398,5,10.71,98,28.85,89.6,10.4,45,1,3,41,1.119694376,-1.386901864,177.2455956,159.0247555,5.5,202,91,79.2,NA,NA
531,33936,2,92.49,0.36,0,CST,26/07/2021,08:43:00,3,157,2021,Female,31.896291,34.747267,174,91.3,21,0,0,0,0,0,0,0,0,4,5,4.74,23.72,2.33,122,4,8.74,77,31.41,21.2,78.8,49,0,2,47,1.220559332,2.745275456,177.2455956,159.0247555,5.5,202,91,79.2,NA,17.19
532,33936,3,92.49,0.36,0,LTE,02/08/2021,11:48:00,9,159,2021,Female,31.896291,34.747267,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.2455956,161.0505485,5.5,202,91,79.2,55.85,NA
533,33936,3,92.49,0.36,0,OFT,02/08/2021,11:48:00,9,159,2021,Female,31.896291,34.747267,174,143.57,38,0,0,0,2,0,0,0,1,5,0,0,0,NA,158,8,6.58,41,11.54,0.2,99.8,18,0,0,18,-2.020152505,-2.43960592,177.2455956,161.0505485,5.5,202,91,79.2,NA,NA
534,33936,3,92.49,0.36,0,CST,02/08/2021,11:48:00,9,159,2021,Female,31.896291,34.747267,174,86.13,16,0,1,0,0,0,0,0,0,1,6,4.68,28.07,0.79,133,13,15.43,93,35.26,13.7,86.3,55,0,0,55,0.203745585,2.081156794,177.2455956,161.0505485,5.5,202,91,79.2,NA,65.95
535,33937,1,94.37,0,0,LTE,20/07/2021,10:34:00,7,163,2021,Female,31.896682,34.746136,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8242965,160.323977,7.8,211,97,82.7,594.65,NA
536,33937,1,94.37,0,0,OFT,20/07/2021,10:34:00,7,163,2021,Female,31.896682,34.746136,177,301,3,0,0,0,1,0,0,0,1,4,1,4.04,4.04,NA,407,5,14.87,100,12.18,0.5,99.5,19,1,3,15,-1.1581303,-1.954204059,172.8242965,160.323977,7.8,211,97,82.7,NA,NA
537,33937,1,94.37,0,0,CST,20/07/2021,10:34:00,7,163,2021,Female,31.896682,34.746136,177,67.27,0,0,0,0,0,0,0,0,0,2,6,4.91,29.47,1.33,101,6,8.64,65,8.33,0.7,99.3,13,0,1,12,-0.015875831,-0.030704838,172.8242965,160.323977,7.8,211,97,82.7,NA,154.92
538,33937,2,94.37,0,0,LTE,26/07/2021,08:19:00,2,171,2021,Female,31.896682,34.746136,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8242965,168.1926384,7.8,211,97,82.7,10.2,NA
539,33937,2,94.37,0,0,OFT,26/07/2021,08:19:00,2,171,2021,Female,31.896682,34.746136,177,74.8,0,0,0,0,1,0,2,0,1,2,5,5.69,28.47,1.24,112,12,11.28,32,16.03,0.2,99.8,25,0,2,23,-1.872060126,-0.564742749,172.8242965,168.1926384,7.8,211,97,82.7,NA,NA
540,33937,2,94.37,0,0,CST,26/07/2021,08:19:00,2,171,2021,Female,31.896682,34.746136,177,42.57,0,0,0,0,0,0,0,0,0,0,8,4.91,39.28,1.24,59,8,9.33,45,17.31,0.2,99.8,27,0,0,27,-0.793977164,0.61593351,172.8242965,168.1926384,7.8,211,97,82.7,NA,100.57
541,33937,3,94.37,0,0,LTE,02/08/2021,09:43:00,5,170,2021,Female,31.896682,34.746136,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8242965,167.2090557,7.8,211,97,82.7,50.42,NA
542,33937,3,94.37,0,0,OFT,02/08/2021,09:43:00,5,170,2021,Female,31.896682,34.746136,177,221.13,0,0,1,0,0,0,0,0,0,3,9,6.51,58.63,0.77,282,22,20.51,79,41.03,19.9,80.1,64,0,6,58,0.218929181,0.90604634,172.8242965,167.2090557,7.8,211,97,82.7,NA,NA
543,33937,3,94.37,0,0,CST,02/08/2021,09:43:00,5,170,2021,Female,31.896682,34.746136,177,86,0,0,0,0,0,0,0,0,0,0,7,5.35,37.48,1.36,123,7,13.07,80,26.28,2.1,97.9,41,0,2,39,-0.732296335,0.715224244,172.8242965,167.2090557,7.8,211,97,82.7,NA,35.71
544,33938,1,92.49,0.36,0,LTE,20/07/2021,10:08:00,6,170,2021,Male,31.896291,34.747267,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.5626941,172.1924104,8.2,202,90,76.1,1.5,NA
545,33938,1,92.49,0.36,0,OFT,20/07/2021,10:08:00,6,170,2021,Male,31.896291,34.747267,191,262.77,11,0,0,0,3,0,0,0,1,7,1,5.82,5.82,NA,317,38,27.8,93,49.36,27.2,72.8,77,1,3,73,1.141495406,0.049983495,194.5626941,172.1924104,8.2,202,90,76.1,NA,NA
546,33938,1,92.49,0.36,0,CST,20/07/2021,10:08:00,6,170,2021,Male,31.896291,34.747267,191,53.1,6,0,0,0,1,13,0,0,1,1,3,5.79,17.36,1.37,71,6,7.52,49,30.13,32,68,47,0,0,47,1.339911484,0.71332548,194.5626941,172.1924104,8.2,202,90,76.1,NA,63.54
547,33938,2,92.49,0.36,0,LTE,26/07/2021,09:39:00,5,176,2021,Male,31.896291,34.747267,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.5626941,178.2697896,8.2,202,90,76.1,114.42,NA
548,33938,2,92.49,0.36,0,OFT,26/07/2021,09:39:00,5,176,2021,Male,31.896291,34.747267,191,179,1,0,0,0,2,0,0,0,2,9,2,6.39,12.78,1.3,239,14,18.44,64,33.97,2.6,97.4,53,1,2,50,-0.82802931,-0.264495197,194.5626941,178.2697896,8.2,202,90,76.1,NA,NA
549,33938,2,92.49,0.36,0,CST,26/07/2021,09:39:00,5,176,2021,Male,31.896291,34.747267,191,18.37,1,0,0,0,0,10,0,0,0,1,3,4.81,14.44,1.25,28,6,4.24,22,9.62,0,100,15,0,0,15,0.785017652,1.296548345,194.5626941,178.2697896,8.2,202,90,76.1,NA,126.46
550,33938,3,92.49,0.36,0,LTE,02/08/2021,08:49:00,3,179,2021,Male,31.896291,34.747267,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.5626941,181.3084792,8.2,202,90,76.1,272.99,NA
551,33938,3,92.49,0.36,0,OFT,02/08/2021,08:49:00,3,179,2021,Male,31.896291,34.747267,191,212.63,6,0,0,0,2,3,0,1,2,10,5,4.19,20.93,0.47,262,20,22.24,73,33.97,8.3,91.7,53,2,1,50,-0.497849449,-0.068015439,194.5626941,181.3084792,8.2,202,90,76.1,NA,NA
552,33938,3,92.49,0.36,0,CST,02/08/2021,08:49:00,3,179,2021,Male,31.896291,34.747267,191,31.93,1,0,0,0,0,1,0,0,0,0,3,3.54,10.63,0.27,42,7,6.44,32,12.18,0.1,99.9,19,0,0,19,-0.327833196,-0.956719932,194.5626941,181.3084792,8.2,202,90,76.1,NA,95.37
553,33939,1,92.53,0,0,LTE,20/07/2021,11:11:00,8,157,2021,Female,31.897508,34.745652,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4455532,155.4165044,8.9,209,93,80.3,600,NA
554,33939,1,92.53,0,0,OFT,20/07/2021,11:11:00,8,157,2021,Female,31.897508,34.745652,176,10.97,1,0,0,0,0,7,0,0,0,0,1,5.67,5.67,NA,11,3,4.64,5,17.31,1.8,98.2,27,0,0,27,-3.323595657,-1.29696155,173.4455532,155.4165044,8.9,209,93,80.3,NA,NA
555,33939,1,92.53,0,0,CST,20/07/2021,11:11:00,8,157,2021,Female,31.897508,34.745652,176,74.93,3,0,0,0,0,18,0,0,0,1,4,4.68,18.72,2.06,84,24,28.76,82,28.85,10.3,89.7,45,0,1,44,-0.252780842,0.812317825,173.4455532,155.4165044,8.9,209,93,80.3,NA,70.5
556,33939,2,92.53,0,0,LTE,26/07/2021,10:39:00,7,161,2021,Female,31.897508,34.745652,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4455532,159.3761605,8.9,209,93,80.3,289.59,NA
557,33939,2,92.53,0,0,OFT,26/07/2021,10:39:00,7,161,2021,Female,31.897508,34.745652,176,243.6,4,0,0,0,2,0,0,0,1,10,2,4.63,9.26,2.71,287,39,41.91,89,39.1,22.5,77.5,61,0,5,56,0.609473066,0.184911539,173.4455532,159.3761605,8.9,209,93,80.3,NA,NA
558,33939,2,92.53,0,0,CST,26/07/2021,10:39:00,7,161,2021,Female,31.897508,34.745652,176,119.7,6,0,0,0,0,2,0,0,0,4,1,8.25,8.25,NA,158,8,15.95,100,15.38,0,100,24,1,0,23,1.434376991,0.081475627,173.4455532,159.3761605,8.9,209,93,80.3,NA,90.42
559,33939,3,92.53,0,0,LTE,02/08/2021,12:14:00,10,160,2021,Female,31.897508,34.745652,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4455532,158.3862465,8.9,209,93,80.3,0,NA
560,33939,3,92.53,0,0,OFT,02/08/2021,12:14:00,10,160,2021,Female,31.897508,34.745652,176,90.23,1,0,3,0,1,1,0,0,0,3,2,4.16,8.31,0.32,112,26,54.61,45,48.08,0.6,99.4,75,0,2,73,-1.506194029,1.372310412,173.4455532,158.3862465,8.9,209,93,80.3,NA,NA
561,33939,3,92.53,0,0,CST,02/08/2021,12:14:00,10,160,2021,Female,31.897508,34.745652,176,91.07,0,0,2,0,0,0,0,0,0,4,2,5.89,11.77,0.22,124,19,41.41,100,32.69,1.4,98.6,51,1,1,49,-1.224295841,-0.32520455,173.4455532,158.3862465,8.9,209,93,80.3,NA,85.6
562,33946,1,44.61,96.21,0,LTE,02/08/2021,09:18:00,4,185,2021,Male,32.360706,34.924861,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5104532,180.2402673,10.3,214,98,79.6,3.1,NA
