,Lapwing_ID,Test_Number,TimeStandingSec,Fields.1,Urban,Bare_Ground,Clouds,Fields.2,Natural,Fields.3,Snow,mataim,WaterPonds,dirt.road,Main.roads,Experiment,Date,Time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,Head.bob,peck,Pose.fly,prening,Puff,Scream,scrining,Shake.wings,Shaking.head,Tail.wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SD_Time_Fly_sec,NumStopsLocations,TotalTimeStoped,WalkingMeters,PercentageInCameraView,area_explored,TimeInCenter,TimeInPeri,TotalLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,HeadBobBi1,PoseflyBi0,PreningBi0,PffSqrt,ScreamBi0,scriningBi0,ShakeWingBi0,ShakeHeadBi1,TailWingeSqRt,Fly_SequencesSqrT,Total_Time_Fly_secSqrT,Mean_Time_Fly_secSqrT,NumStopsLocationsSame,TotalTimeStopedSqrT,WalkingMetersLog,ShowCameraBi50,area_exploredSame,TimeInCenterBi10,TimeInPeri90,TotalLocationsVisitedSame,NumberOfHighExplorationBi1,TimeToEmergeBinomial,PercentageInCameraViewBi98,PC1_Stress,PC2_Mobility,Initial SMI,Box_time.y,Urban250,Months,Experiment SMI
22,22739,1,337.77,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,24/05/2022,9:15:00,2,176,2022,Female,32.536876,35.415569,189,2,0,1,0,3,0,2,0,1,5,3,4.97,14.92,2.1,384,18,13.41,100,37.18,68.6,31.4,58,3,2,53,1,1,0,1.732050808,0,1,0,0,2.236067977,1.732050808,3.862641583,2.229349681,384,4.242640687,2.596000697,1,37.18,1,0,58,1,0,1,1.562453778,-0.985432737,185.3950081,98.8,0,5,173.6654912
23,22739,2,243.77,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,31/05/2022,8:40:00,2,176,2022,Female,32.536876,35.415569,189,7,0,3,0,3,0,4,0,2,7,6,4.08,24.48,1.34,333,43,28.86,98,50.64,44.3,55.7,79,1,2,76,1,1,0,1.732050808,0,1,0,1,2.645751311,2.449489743,4.947726751,2.019900988,333,6.557438524,3.362456553,1,50.64,1,0,79,0,0,0,1.434734567,0.660649868,185.3950081,2.95,0,5,173.6654912
24,22739,3,225.8,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,07/06/2022,8:34:00,3,177,2022,Female,32.536876,35.415569,189,2,0,0,0,1,0,0,0,1,3,13,4.88,63.44,1.6,280,50,33.23,91,65.38,39.1,60.9,102,0,3,99,1,0,0,1,0,0,0,0,1.732050808,3.605551275,7.964923101,2.209072203,280,7.071067812,3.503453082,1,65.38,1,0,102,0,0,0,1.57662027,2.09650491,185.3950081,95.37,0,6,174.6522269
25,22740,1,206.43,0,97.72,0,0,0,0,0,0,0,0,2.28,0,OFT,24/05/2022,12:13:00,7,150,2022,Female,32.504349,35.459827,173,7,0,0,0,1,0,0,1,2,12,5,4.38,21.91,4.12,236,58,63.39,99,61.54,13.8,86.2,96,0,4,92,1,0,0,1,0,0,1,1,3.464101615,2.236067977,4.680811895,2.092844954,236,7.615773106,4.14930612,1,61.54,1,0,96,0,0,1,0.831995085,1.89267006,177.9390365,2.92,86.32,5,152.9564269
26,22740,2,217.4,0,97.72,0,0,0,0,0,0,0,0,2.28,0,OFT,31/05/2022,10:34:00,6,155,2022,Female,32.504349,35.459827,173,1,0,5,0,2,0,0,0,1,5,4,6.9,27.62,1.54,304,43,35.53,96,53.85,5.4,94.6,84,2,3,79,0,1,0,1.414213562,0,0,0,0,2.236067977,2,5.255473337,2.626785107,304,6.557438524,3.57037741,1,53.85,0,1,84,1,0,0,0.06897973,1.176490606,177.9390365,3.88,86.32,5,158.0549745
27,22740,3,196.83,0,97.72,0,0,0,0,0,0,0,0,2.28,0,OFT,07/06/2022,14:48:00,13,156,2022,Female,32.504349,35.459827,173,1,0,0,0,2,0,0,0,4,10,4,3.89,15.55,1.76,284,49,45.19,98,39.1,0.4,99.6,61,1,3,57,0,0,0,1.414213562,0,0,0,1,3.16227766,2,3.943348831,1.972308292,284,7,3.810875823,1,39.1,0,1,61,0,0,0,-0.618086243,0.602535897,177.9390365,1.1,86.32,6,159.074684
28,22745,1,234.07,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,31/05/2022,10:02:00,5,169,2022,Male,32.516343,35.482869,186,19,0,0,1,5,0,0,0,1,10,1,3.02,3.02,NA,274,54,70.83,100,62.82,14.7,85.3,98,0,1,97,1,0,1,2.236067977,0,0,0,0,3.16227766,1,1.73781472,1.73781472,274,7.348469228,4.26028264,1,62.82,1,0,98,0,1,1,2.116117851,0.260712189,182.4522302,470.62,0,5,166.7583409
29,22745,2,75.57,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,07/06/2022,10:36:00,7,177,2022,Male,32.516343,35.482869,186,0,0,0,0,2,2,0,0,2,4,1,3.16,3.16,NA,98,3,5.17,24,7.05,0,100,11,1,1,9,0,0,0,1.414213562,1,0,0,1,2,1,1.777638883,1.777638883,98,1.732050808,1.642872689,0,7.05,0,1,11,0,0,0,-2.241575884,-2.22189885,182.4522302,2.5,0,6,174.6522269
30,22745,3,194.3,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,13/06/2022,12:00:00,9,176,2022,Male,32.516343,35.482869,186,3,0,0,0,3,0,0,0,1,14,1,7.32,7.32,NA,270,30,55.8,86,28.85,0.3,99.7,45,1,3,41,1,0,0,1.732050808,0,0,0,0,3.741657387,1,2.705549852,2.705549852,270,5.477225575,4.021773869,1,28.85,0,1,45,0,1,0,-0.843167529,0.077557926,182.4522302,496.69,0,6,173.6654912
31,22746,1,248.97,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,31/05/2022,8:13:00,1,179,2022,Female,32.516343,35.482869,186,6,0,0,0,5,2,0,1,1,16,10,4.28,42.78,1.63,341,18,26.73,91,43.59,65.7,34.3,68,1,3,64,1,0,0,2.236067977,1,0,1,0,4,3.16227766,6.54064217,2.068816087,341,4.242640687,3.28578653,1,43.59,1,0,68,0,0,0,1.912896977,0.505920061,188.5624659,97.97,0,5,180.7062666
32,22746,2,224,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,07/06/2022,14:12:00,12,175,2022,Female,32.516343,35.482869,186,0,0,1,0,2,0,0,0,0,4,11,4.26,46.91,0.68,296,57,43.96,100,45.51,8.7,91.3,71,0,5,66,0,1,0,1.414213562,0,0,0,0,2,3.31662479,6.84908753,2.063976744,296,7.549834435,3.78328013,1,45.51,0,1,71,0,1,1,0.127923485,1.267111951,188.5624659,342.78,0,6,176.6681378
33,22746,3,144.37,83.67,0,0,0,0,0,0,0,0,13.92,2.41,0,OFT,13/06/2022,10:06:00,5,170,2022,Female,32.516343,35.482869,186,0,5,0,0,1,0,0,0,0,5,23,5.43,124.97,1.22,208,29,35.99,67,51.28,4.2,95.8,80,0,4,76,0,0,0,1,0,0,0,0,2.236067977,4.795831523,11.17899817,2.33023604,208,5.385164807,3.583241122,1,51.28,0,1,80,0,0,0,0.15278359,2.504673675,188.5624659,82.74,0,6,171.6204767
34,22747,1,283.5,96.56,0,0,0,0,1.41,0,0,0,0,2.04,0,OFT,31/05/2022,11:00:00,7,167,2022,Female,32.53295,35.451315,185,3,0,2,8,8,0,0,0,3,9,2,6.42,12.83,1.59,367,25,20.88,99,36.54,82.1,17.9,57,1,3,53,1,1,1,2.828427125,0,0,0,1,3,1.414213562,3.581898938,2.533771892,367,5,3.038791763,1,36.54,1,0,57,0,1,1,2.587390594,-1.637705927,185.7705452,285.7,0,5,167.4819783
35,22747,2,295.77,96.56,0,0,0,0,1.41,0,0,0,0,2.04,0,OFT,07/06/2022,7:39:00,1,174,2022,Female,32.53295,35.451315,185,2,0,0,0,5,0,0,0,3,10,2,6.73,13.45,0.19,375,22,22.12,99,39.1,46.8,53.2,61,2,3,56,1,0,0,2.236067977,0,0,0,1,3.16227766,1.414213562,3.667424164,2.594224354,375,4.69041576,3.096482177,1,39.1,1,0,61,1,0,1,1.667343064,-0.508786549,185.7705452,26.61,0,6,174.502181
36,22747,3,242.3,96.56,0,0,0,0,1.41,0,0,0,0,2.04,0,OFT,13/06/2022,8:37:00,2,170,2022,Female,32.53295,35.451315,185,0,0,7,0,4,0,3,0,3,10,8,3.04,24.33,0.86,332,41,32.42,98,67.31,31.7,68.3,105,1,3,101,0,1,0,2,0,1,0,1,3.16227766,2.828427125,4.932544982,1.743559577,332,6.403124237,3.478775516,1,67.31,1,0,105,0,0,0,2.011700256,1.36675278,185.7705452,8.56,0,6,170.4906366
37,22748,1,270.87,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,07/06/2022,10:03:00,6,168,2022,Male,32.528303,35.413532,174,0,0,0,0,5,1,0,0,5,11,3,6.47,19.42,1.21,367,21,18.38,95,31.41,33.9,66.1,49,1,5,43,0,0,0,2.236067977,1,0,0,1,3.31662479,1.732050808,4.406812907,2.543619468,367,4.582575695,2.911263117,1,31.41,1,0,49,0,1,0,1.46261067,-0.725449796,174.724729,442.23,0,6,168.4848644
38,22748,2,290.27,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,13/06/2022,10:40:00,6,161,2022,Male,32.528303,35.413532,174,0,0,0,0,3,0,1,0,3,10,3,5.45,16.36,2.47,353,13,12.19,89,25.64,17.9,82.1,40,2,2,36,0,0,0,1.732050808,0,1,0,1,3.16227766,1.732050808,4.044749683,2.334523506,353,3.605551275,2.500615943,1,25.64,1,0,40,1,0,0,1.043587754,-1.307585396,174.724729,169.09,0,6,161.4646617
39,22748,3,300.23,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,21/06/2022,10:03:00,5,162,2022,Male,32.528303,35.413532,174,0,0,0,0,3,0,0,0,1,12,2,3.43,6.86,1.48,397,13,15.21,99,22.44,0.5,99.5,35,1,2,32,0,0,0,1.732050808,0,0,0,0,3.464101615,1.414213562,2.619160171,1.852025918,397,3.605551275,2.721953106,1,22.44,0,1,35,0,0,1,-0.286130036,-1.542813749,174.724729,38.2,0,6,162.4675478
40,22749,1,270.6,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,07/06/2022,13:38:00,11,172,2022,Female,32.528303,35.413532,186,2,0,0,0,5,54,1,0,2,10,0,0,0,NA,361,26,28.32,100,37.18,72.4,27.6,58,2,2,54,1,0,0,2.236067977,1,1,0,1,3.16227766,0,0,0,361,5.099019514,3.343568269,1,37.18,1,0,58,1,1,1,0.909649453,-0.978657069,189.4694298,497.21,0,6,174.2182035
41,22749,2,305.1,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,13/06/2022,11:08:00,7,162,2022,Female,32.528303,35.413532,186,0,0,2,0,5,5,2,0,1,8,2,3.97,7.94,0.18,372,27,19.17,99,33.33,78.7,21.3,52,3,2,47,0,1,0,2.236067977,1,1,0,0,2.828427125,1.414213562,2.817800561,1.992485885,372,5.196152423,2.953346557,1,33.33,1,0,52,1,0,1,1.469138086,-1.033601151,189.4694298,60.48,0,6,164.0892381
42,22749,3,206.47,31.2,0,0,0,1.56,0,0,0,0,66.73,0.51,0,OFT,21/06/2022,13:16:00,11,171,2022,Female,32.528303,35.413532,186,0,0,0,0,3,0,0,0,3,11,0,0,0,NA,243,48,86.75,100,30.13,0.4,99.6,47,2,3,42,0,0,0,1.732050808,0,0,0,1,3.31662479,0,0,0,243,6.92820323,4.463030419,1,30.13,0,1,47,1,0,1,-1.178700985,-0.083869821,189.4694298,0.3,0,6,173.2053069
43,22750,1,96.4,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,OFT,07/06/2022,9:36:00,5,168,2022,Female,32.538802,35.410296,179,1,0,0,0,4,0,0,0,1,6,4,8.21,32.84,2.3,118,27,15.65,42,15.38,0,100,24,0,2,22,0,0,0,2,0,0,0,0,2.449489743,2,5.730619513,2.865309756,118,5.196152423,2.750470917,0,15.38,0,1,24,0,0,0,-0.98778032,-0.531884447,184.1103325,140.71,0,6,171.3111982
44,22750,2,248.23,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,OFT,13/06/2022,9:35:00,4,180,2022,Female,32.538802,35.410296,179,1,0,0,0,4,0,0,0,2,14,3,7.54,22.62,1.63,293,62,54.74,100,39.1,3.6,96.4,61,0,6,55,0,0,0,2,0,0,0,1,3.741657387,1.732050808,4.75604878,2.745906044,293,7.874007874,4.002594704,1,39.1,0,1,61,0,1,1,0.221893364,0.600034266,184.1103325,415.01,0,6,183.5477123
45,22750,3,150.6,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,OFT,21/06/2022,11:11:00,7,174,2022,Female,32.538802,35.410296,179,0,0,0,0,3,0,0,0,2,10,0,0,0,NA,142,71,96.96,100,34.62,1,99,54,0,5,49,0,0,0,1.732050808,0,0,0,1,3.16227766,0,0,0,142,8.426149773,4.574298522,1,34.62,0,1,54,0,1,1,-1.406828686,0.38311355,184.1103325,229.07,0,6,177.4294552
46,32419,1,281.4,44.16,55.84,0,0,0,0,0,0,0,0,0,0,OFT,22/06/2020,13:17:00,5,160,2020,Female,32.451363,35.015859,181,9,1,6,0,3,0,1,1,2,7,6,5.32,31.89,1.23,374,30,17.4,100,32.69,45.4,54.6,51,1,4,46,1,1,0,1.732050808,0,1,1,1,2.645751311,2.449489743,5.647123161,2.306512519,374,5.477225575,2.856470206,1,32.69,1,0,51,0,0,1,1.369919485,-0.439373515,177.5476004,2.5,65.8,6,157.8777192
47,32419,2,157.63,44.16,55.84,0,0,0,0,0,0,0,0,0,0,OFT,29/06/2020,10:59:00,3,172,2020,Female,32.451363,35.015859,181,6,0,7,0,2,0,0,0,2,8,7,5.88,41.15,0.42,164,56,75.33,100,41.67,20.2,79.8,65,0,3,62,1,1,0,1.414213562,0,0,0,1,2.828427125,2.645751311,6.414826576,2.424871131,164,7.483314774,4.321878462,1,41.67,1,0,65,0,0,1,0.622495822,1.651138547,177.5476004,2.7,65.8,6,169.7185482
48,32419,3,97.07,44.16,55.84,0,0,0,0,0,0,0,0,0,0,OFT,06/07/2020,10:02:00,2,171,2020,Female,32.451363,35.015859,181,0,0,0,0,1,1,0,0,1,3,1,3.89,3.89,NA,63,40,163.57,100,28.21,0.3,99.7,44,1,9,34,0,0,0,1,1,0,0,0,1.732050808,1,1.972308292,1.972308292,63,6.32455532,5.097241033,1,28.21,0,1,44,0,0,1,-2.164244685,1.198138409,177.5476004,1.3,65.8,7,168.7318124
49,32420,1,356.43,16.66,83.34,0,0,0,0,0,0,0,0,0,0,OFT,22/06/2020,12:36:00,4,172,2020,Male,32.444244,34.973546,195,0,0,0,0,2,1,2,0,1,2,3,2.06,6.17,0.79,400,8,11.5,100,28.21,2.4,97.6,44,1,3,40,0,0,0,1.414213562,1,1,0,0,1.414213562,1.732050808,2.48394847,1.435270009,400,2.828427125,2.442347035,1,28.21,0,1,44,0,0,1,-0.05294719,-1.695131803,195.8121963,9.5,74.93,6,172.4964088
50,32420,2,306.7,16.66,83.34,0,0,0,0,0,0,0,0,0,0,OFT,29/06/2020,12:02:00,5,178,2020,Male,32.444244,34.973546,195,1,0,0,0,3,1,1,1,1,2,3,2.51,7.54,0.16,382,19,17.35,100,39.1,18.2,81.8,61,1,4,56,0,0,0,1.732050808,1,1,1,0,1.414213562,1.732050808,2.745906044,1.584297952,382,4.358898944,2.853592506,1,39.1,1,0,61,0,0,1,1.240221874,-0.807899834,195.8121963,22.3,74.93,6,178.5137254
51,32420,3,159.63,16.66,83.34,0,0,0,0,0,0,0,0,0,0,OFT,06/07/2020,11:12:00,4,182,2020,Male,32.444244,34.973546,195,0,0,3,0,0,0,2,0,0,3,7,2.54,17.81,0.62,217,54,84.48,100,60.26,30.2,69.8,94,0,2,92,0,1,0,0,0,1,0,0,1.732050808,2.645751311,4.220189569,1.593737745,217,7.348469228,4.43651482,1,60.26,1,0,94,0,0,1,-0.304640508,2.317093266,195.8121963,3.1,74.93,7,182.5252698
52,32421,1,361.93,49,51,0,0,0,0,0,0,0,0,0,0,OFT,22/06/2020,11:55:00,3,175,2020,Male,32.451819,35.015313,193,0,0,0,0,1,0,0,0,0,2,1,6.59,6.59,NA,414,3,6.95,100,7.05,0,100,11,1,0,10,0,0,0,1,0,0,0,0,1.414213562,1,2.567099531,2.567099531,414,1.732050808,1.93874166,1,7.05,0,1,11,0,1,1,-0.78103004,-2.842730982,193.8038661,244.24,55.29,6,175.5050671
53,32421,2,214.73,49,51,0,0,0,0,0,0,0,0,0,0,OFT,29/06/2020,11:32:00,4,182,2020,Male,32.451819,35.015313,193,1,0,1,0,2,0,0,0,3,6,3,4.8,14.41,1.24,265,64,58.32,100,48.08,14.2,85.8,75,0,5,70,0,1,0,1.414213562,0,0,0,1,2.449489743,1.732050808,3.796050579,2.19089023,265,8,4.065945088,1,48.08,1,0,75,0,0,1,0.740877921,1.030241173,193.8038661,1.5,55.29,6,182.5252698
54,32421,3,233.67,49,51,0,0,0,0,0,0,0,0,0,0,OFT,06/07/2020,11:41:00,5,179,2020,Male,32.451819,35.015313,193,0,0,3,0,2,0,0,0,1,4,3,4.17,12.52,0.34,281,60,55.78,100,46.79,13.6,86.4,73,0,6,67,0,1,0,1.414213562,0,0,0,0,2,1.732050808,3.538361203,2.042057786,281,7.745966692,4.021415382,1,46.79,1,0,73,0,0,1,0.786019775,0.82920473,193.8038661,2.2,55.29,7,179.5166115
55,32422,1,199.33,10.98,89.02,0,0,0,0,0,0,0,0,0,0,OFT,22/06/2020,13:49:00,6,159,2020,Female,32.444296,34.973194,171,6,0,0,0,0,0,0,2,0,5,3,3.19,9.58,0.51,240,63,60.98,100,34.62,3.5,96.5,54,2,2,50,1,0,0,0,0,0,1,0,2.236067977,1.732050808,3.095157508,1.78605711,240,7.937253933,4.110545942,1,34.62,0,1,54,1,0,1,-1.908595559,0.72876432,171.7122337,119.67,74.65,6,159.4588895
56,32422,2,139.33,10.98,89.02,0,0,0,0,0,0,0,0,0,0,OFT,29/06/2020,10:21:00,2,166,2020,Female,32.444296,34.973194,171,1,0,0,0,1,0,0,0,0,4,4,1.86,7.43,0.7,160,68,104.86,100,25,0,100,39,1,3,35,0,0,0,1,0,0,0,0,2,2,2.725802634,1.36381817,160,8.246211251,4.652626127,1,25,0,1,39,0,1,1,-1.846461816,0.723804427,171.7122337,266.5,74.65,6,166.4790922
57,32422,3,147.63,10.98,89.02,0,0,0,0,0,0,0,0,0,0,OFT,06/07/2020,10:33:00,3,162,2020,Female,32.444296,34.973194,171,0,0,1,0,1,3,0,1,0,8,6,1.86,11.14,0.39,159,67,105.17,100,39.1,3,97,61,0,6,55,0,1,0,1,1,0,1,0,2.828427125,2.449489743,3.337663854,1.36381817,159,8.185352772,4.655578089,1,39.1,0,1,61,0,0,1,-1.370168903,1.36901,171.7122337,140.61,74.65,7,162.4675478
58,32424,1,258,48.58,51.42,0,0,0,0,0,0,0,0,0,0,OFT,22/06/2020,9:15:00,1,182,2020,Male,32.444662,34.971278,196,0,0,0,0,3,0,2,0,0,0,2,3.08,6.16,0.79,306,46,40.58,100,30.13,10,90,47,2,2,43,0,0,0,1.732050808,0,1,0,0,0,1.414213562,2.481934729,1.754992877,306,6.782329983,3.703275334,1,30.13,0,0,47,1,0,1,0.633942063,-0.407445462,191.3760571,1.5,49.12,6,179.0120479
59,32424,2,290.27,48.58,51.42,0,0,0,0,0,0,0,0,0,0,OFT,29/06/2020,9:47:00,1,191,2020,Male,32.444662,34.971278,196,0,0,0,0,0,44,3,0,0,0,11,3.44,37.81,0.84,369,29,21.51,100,31.41,15.3,84.7,49,2,4,43,0,0,0,0,1,1,0,0,0,3.31662479,6.148983656,1.854723699,369,5.385164807,3.068517943,1,31.41,1,0,49,1,0,1,0.165208284,0.027997168,191.3760571,2.8,49.12,6,187.864292
60,32424,3,112,48.58,51.42,0,0,0,0,0,0,0,0,0,0,OFT,08/07/2020,11:05:00,3,174,2020,Male,32.444662,34.971278,196,0,0,0,0,1,0,0,0,1,2,1,12.33,12.33,NA,131,9,7.7,35,15.38,2.6,97.4,24,1,0,23,0,0,0,1,0,0,0,0,1.414213562,1,3.511409973,3.511409973,131,3,2.041220329,0,15.38,0,1,24,0,0,0,-1.91068444,-1.341814201,191.3760571,108.44,49.12,7,171.1433865
61,32431,1,288.4,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,02/07/2020,10:39:00,3,173,2020,Male,32.142379,34.819771,181,10,0,2,0,5,0,2,0,2,15,4,3.55,14.19,0.59,378,23,21.96,100,39.74,68.5,31.5,62,2,3,57,1,1,0,2.236067977,0,1,0,1,3.872983346,2,3.76696164,1.884144368,378,4.795831523,3.089222617,1,39.74,1,0,62,1,1,1,1.654933947,-0.443323577,181.7538848,246.67,47.53,7,173.4992949
62,32431,2,16.27,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,08/07/2020,11:40:00,4,174,2020,Male,32.142379,34.819771,181,0,0,0,0,1,0,0,0,2,6,2,4.45,8.91,1.12,23,6,14.09,11,25.64,1.6,98.4,40,0,0,40,0,0,0,1,0,0,0,1,2.449489743,1.414213562,2.984962311,2.109502311,23,2.449489743,2.645465326,0,25.64,0,1,40,0,1,0,-2.351494028,-0.230240071,181.7538848,448.93,47.53,7,174.502181
63,32431,3,103.8,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,16/07/2020,12:37:00,7,170,2020,Male,32.142379,34.819771,181,0,0,0,0,1,0,0,0,4,5,0,0,0,NA,115,60,109.43,100,23.72,0.7,99.3,37,2,3,32,0,0,0,1,0,0,0,1,2.236067977,0,0,0,115,7.745966692,4.695285075,1,23.72,0,1,37,1,1,1,-2.493159991,0.338455905,181.7538848,600,47.53,7,170.4906366
64,32432,1,302.9,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,02/07/2020,10:04:00,2,184,2020,Female,32.142379,34.819771,193,10,0,0,0,6,9,0,0,3,12,1,5.31,5.31,NA,376,18,26.23,100,37.18,10.8,89.2,58,1,1,56,1,0,0,2.449489743,1,0,0,1,3.464101615,1,2.304343724,2.304343724,376,4.242640687,3.266903794,1,37.18,1,0,58,0,0,1,1.60512371,-0.771682664,193.8038661,96.16,47.53,7,184.5310419
65,32432,2,6.33,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,08/07/2020,12:18:00,5,180,2020,Female,32.142379,34.819771,193,0,0,0,0,0,0,0,2,1,8,0,0,0,NA,10,3,3.89,4,13.46,0.8,99.2,21,0,0,21,0,0,0,0,0,0,1,0,2.828427125,0,0,0,10,1.732050808,1.358409158,0,13.46,0,1,21,0,0,0,-3.782463116,-1.997308168,193.8038661,85.53,47.53,7,180.5194976
66,32432,3,8.27,46.8,53.2,0,0,0,0,0,0,0,0,0,0,OFT,16/07/2020,10:44:00,4,178,2020,Female,32.142379,34.819771,193,0,0,0,0,0,0,0,1,0,7,0,0,0,NA,10,4,5.98,6,10.9,0.2,99.8,17,0,0,17,0,0,0,0,0,0,1,0,2.645751311,0,0,0,10,2,1.788420568,0,10.9,0,1,17,0,1,0,-3.866709718,-1.789369182,193.8038661,600,47.53,7,178.5137254
