,Lapwing_ID,Test_Number,TimeStandingSec,Fields.1,Urban,Bare_Ground,Clouds,Fields.2,Natural,Fields.3,Snow,mataim,WaterPonds,dirt.road,Main.roads,Experiment,Date,Time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,Head.bob,peck,Pose.fly,prening,Puff,Scream,scrining,Shake.wings,Shaking.head,Tail.wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SD_Time_Fly_sec,NumStopsLocations,TotalTimeStoped,WalkingMeters,PercentageInCameraView,area_explored,TimeInCenter,TimeInPeri,TotalLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,HeadBobBi1,PoseflyBi0,PreningBi0,PffSqrt,ScreamBi0,scriningBi0,ShakeWingBi0,ShakeHeadBi1,TailWingeSqRt,Fly_SequencesSqrT,Total_Time_Fly_secSqrT,Mean_Time_Fly_secSqrT,NumStopsLocationsSame,TotalTimeStopedSqrT,WalkingMetersLog,ShowCameraBi50,area_exploredSame,TimeInCenterBi10,TimeInPeri90,TotalLocationsVisitedSame,NumberOfHighExplorationBi1,TimeToEmergeBinomial,PercentageInCameraViewBi98,PC1_Stress,PC2_Mobility,Initial SMI,Box_time.y,Urban250,Months,Experiment SMI
11,22728,2,297.9,22.37,0,0,0,0,16.88,0,0,0,60.44,0.31,0,OFT,17/05/2022,9:23:00,2,179,2022,Female,32.527179,35.445369,175,9,0,0,0,3,0,1,0,2,8,2,4.86,9.73,1.61,383,16,21.09,99,18.59,0.1,99.9,29,2,1,26,1,0,0,1.732050808,0,1,0,1,2.828427125,1.414213562,3.119294792,2.204540769,383,4,3.048798994,1,18.59,0,1,29,1,1,1,-0.343618425,-1.355511085,177.4109222,600,0,5,180.7062666
12,22728,3,256,22.37,0,0,0,0,16.88,0,0,0,60.44,0.31,0,OFT,24/05/2022,8:25:00,1,174,2022,Female,32.527179,35.445369,175,8,0,0,0,3,0,0,0,2,13,1,7.86,7.86,NA,298,50,53.07,100,37.18,3.6,96.4,58,1,3,54,1,0,0,1.732050808,0,0,0,1,3.605551275,1,2.803569154,2.803569154,298,7.071067812,3.971611797,1,37.18,0,1,58,0,1,1,-0.264783695,0.163105684,177.4109222,369.81,0,5,175.6586056
13,22729,1,119.67,16.43,0,0,0,0,0,0,0,0,83.44,0.13,0,OFT,10/05/2022,9:33:00,3,188,2022,Female,32.524517,35.444488,189,0,0,0,1,2,0,2,0,2,4,3,7.22,21.67,4.01,201,21,15.91,56,23.08,18.6,81.4,36,0,3,33,0,0,1,1.414213562,0,1,0,1,2,1.732050808,4.655104725,2.687005769,201,4.582575695,2.766947842,1,23.08,1,0,36,0,0,0,0.441114613,-1.327805814,187.1269059,206.01,0,5,186.7061634
14,22729,2,272.73,16.43,0,0,0,0,0,0,0,0,83.44,0.13,0,OFT,17/05/2022,10:24:00,4,177,2022,Female,32.524517,35.444488,189,3,0,3,1,4,0,1,0,4,7,4,8.92,35.67,2.75,376,9,18.37,96,46.15,69.1,30.9,72,2,4,66,1,1,1,2,0,1,0,1,2.645751311,2,5.972436689,2.986636905,376,3,2.910718899,1,46.15,1,0,72,1,1,0,2.505697842,-0.728675533,187.1269059,557.57,0,5,175.7818666
15,22729,3,282.07,16.43,0,0,0,0,0,0,0,0,83.44,0.13,0,OFT,24/05/2022,11:29:00,6,180,2022,Female,32.524517,35.444488,189,2,0,0,0,4,0,0,0,2,7,7,5.88,41.14,1.96,377,13,18.56,97,33.97,30.4,69.6,53,1,6,46,1,0,0,2,0,0,0,1,2.645751311,2.645751311,6.414047084,2.424871131,377,3.605551275,2.921008727,1,33.97,1,0,53,0,1,0,1.711796512,-0.250366856,187.1269059,600,0,5,178.7612203
16,22737,1,215.37,18.79,0,0,0,0,13.14,0,0,0,67.14,0.92,0,OFT,24/05/2022,10:16:00,4,173,2022,Male,32.536023,35.415447,194,2,0,0,0,8,0,0,0,4,28,1,7.84,7.84,NA,285,69,42.38,100,40.38,78.6,21.4,63,0,5,58,1,0,0,2.828427125,0,0,0,1,5.291502622,1,2.8,2.8,285,8.306623863,3.746676553,1,40.38,1,0,63,0,0,1,1.486091308,0.056327679,194.8080312,0,0,5,173.4992949
17,22737,2,210.07,18.79,0,0,0,0,13.14,0,0,0,67.14,0.92,0,OFT,31/05/2022,9:35:00,4,173,2022,Male,32.536023,35.415447,194,1,0,1,0,4,0,2,0,3,13,3,6.3,18.89,2.5,249,75,49.39,99,37.82,31.3,68.7,59,0,4,55,0,1,0,2,0,1,0,1,3.605551275,1.732050808,4.346262762,2.50998008,249,8.660254038,3.899747975,1,37.82,1,0,59,0,0,1,0.997490558,0.513519578,194.8080312,135.24,0,5,173.4992949
18,22737,3,258.67,18.79,0,0,0,0,13.14,0,0,0,67.14,0.92,0,OFT,07/06/2022,12:39:00,10,178,2022,Male,32.536023,35.415447,194,0,0,0,0,2,0,1,0,0,10,0,0,0,NA,317,48,39.26,100,26.92,25.4,74.6,42,0,6,36,0,0,0,1.414213562,0,1,0,0,3.16227766,0,0,0,317,6.92820323,3.670206189,1,26.92,1,0,42,0,1,1,-0.040548375,-0.958922611,194.8080312,540.71,0,6,178.5137254
19,22738,1,137.53,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,24/05/2022,10:52:00,5,168,2022,Male,32.536876,35.415569,180,2,0,0,0,2,1,0,0,0,5,6,5.38,32.27,0.83,146,60,83.89,88,62.82,23.5,76.5,98,0,1,97,1,0,0,1.414213562,1,0,0,0,2.236067977,2.449489743,5.680668975,2.319482701,146,7.745966692,4.429506417,1,62.82,1,0,98,0,1,0,0.892971216,2.513987775,180.7497196,515.44,0,5,168.4848644
20,22738,2,222.2,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,31/05/2022,9:05:00,3,170,2022,Male,32.536876,35.415569,180,7,0,0,0,1,1,0,1,2,11,7,4.57,32.02,1.43,272,42,51.55,94,49.36,20.8,79.2,77,0,6,71,1,0,0,1,1,0,1,1,3.31662479,2.645751311,5.65862174,2.137755833,272,6.480740698,3.94255221,1,49.36,1,0,77,0,0,0,0.794791556,1.374675415,180.7497196,193.12,0,5,170.4906366
21,22738,3,212.83,30.94,0,0,0,0,9.84,0,0,0,59.01,0.22,0,OFT,07/06/2022,11:02:00,8,167,2022,Male,32.536876,35.415569,180,2,0,1,0,1,24,0,0,1,7,4,6.55,26.21,2.86,254,59,83.8,100,35.26,4.2,95.8,55,2,3,50,1,1,0,1,1,0,0,0,2.645751311,2,5.119570294,2.559296778,254,7.681145748,4.428433007,1,35.26,0,1,55,1,0,1,-0.797942627,1.132813388,180.7497196,202.22,0,6,167.4819783
